,trans_date_trans_time,category,amt,city,state,lat,long,city_pop,dob,merch_lat,merch_long,gender
396894,2020-07-15 00:57:04,misc_net,15.21,Deadwood,SD,44.3566,-103.6999,1979,1970-03-13,43.538844,-104.645938,M
157381,2019-12-16 14:22:29,shopping_net,6.4,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,43.433506,-108.618705,
102980,2019-08-26 16:54:56,shopping_pos,4.8,Jelm,WY,41.0539,-106.0763,100,1974-04-16,40.242007,-105.67528,
677102,2020-11-30 14:54:27,health_fitness,46.09,Mallie,KY,37.2692,-82.9161,798,1926-06-26,37.947127,-83.697112,M
547557,2020-09-22 09:33:27,misc_pos,7.97,Belfast,NY,42.32,-78.0943,1766,1962-06-04,43.031221,-78.29703,M
187032,2020-02-24 14:50:28,personal_care,247.27,Lagrange,WY,41.6423,-104.1974,635,1973-07-13,40.785577,-103.440123,
740907,2020-12-17 17:49:29,food_dining,35.42,Pembroke,NC,34.6902,-79.1834,14783,1955-11-07,33.690427,-79.90332099999999,M
752609,2020-12-21 01:42:52,grocery_pos,54.86,Glen Rock,PA,39.7813,-76.7477,7565,1952-03-08,40.312256,-77.467996,F
1690,2019-01-06 13:58:22,shopping_pos,6.68,Centerview,MO,38.7897,-93.8702,2368,1989-07-17,38.393154,-94.112431,
350324,2020-06-25 15:15:27,food_dining,44.01,Cottekill,NY,41.8467,-74.1038,722,1990-10-19,42.49335,-73.834448,F
675213,2020-11-30 05:39:21,shopping_pos,2.32,West Eaton,NY,42.8546,-75.6605,176,1963-12-28,43.428615,-74.923181,M
268776,2020-08-18 22:58:03,personal_care,23.31,Valentine,NE,42.8062,-100.6215,4005,1945-03-15,43.30557,-101.423509,M
367990,2020-07-03 09:12:15,shopping_pos,14.35,Wilton,ND,47.1709,-100.7944,1190,1948-06-30,46.923981,-101.744806,F
611381,2020-10-26 19:09:18,food_dining,4.09,Afton,MI,45.3637,-84.4695,937,1958-04-06,45.958004,-84.348226,M
188503,2020-03-01 17:00:17,health_fitness,4.97,San Diego,CA,33.0067,-117.069,1241364,1960-03-01,33.116344,-116.334201,
364949,2020-07-01 13:26:10,kids_pets,15.43,Minneapolis,MN,44.9673,-93.2828,1022298,1976-09-29,45.258957,-94.117871,M
614687,2020-10-28 01:45:58,misc_pos,2.22,Ash Flat,AR,36.2201,-91.6421,2856,1926-08-27,36.661789,-91.81201,F
443780,2020-08-04 13:38:49,shopping_net,190.4,Holcomb,KS,37.9931,-100.9893,2691,1993-08-16,37.467055,-100.461918,F
92394,2019-08-06 08:41:04,grocery_pos,133.52,Cascade Locks,OR,45.67100000000001,-121.8686,1288,1936-05-01,44.918055,-121.846577,
268427,2020-08-18 12:52:58,home,64.88,Hawthorne,CA,33.9143,-118.3493,93193,1995-04-19,33.069617,-118.6588,M
584674,2020-10-12 14:24:26,kids_pets,50.38,Leetsdale,PA,40.5662,-80.2099,1140,1986-06-20,40.381406,-79.737103,M
670431,2020-11-27 21:10:14,home,20.12,Whaleyville,MD,38.4121,-75.2811,718,1985-03-19,38.173602,-74.705496,F
318928,2020-12-07 07:03:12,misc_pos,1.97,Eugene,OR,44.0385,-123.0614,191096,1964-04-06,43.467286,-122.864954,F
457170,2020-08-10 16:21:38,personal_care,11.09,Spencer,SD,43.7557,-97.5936,343,1972-03-05,43.055852,-98.569022,F
759088,2020-12-22 09:29:10,grocery_pos,73.27,Allentown,PA,40.5891,-75.4645,166081,1998-10-01,40.685219,-75.296601,F
144634,2019-12-01 13:27:14,shopping_pos,5.72,Manville,WY,42.73,-104.7024,241,1980-12-16,42.586761,-104.571372,
479250,2020-08-20 03:25:50,gas_transport,66.93,Sea Island,GA,31.1989,-81.3322,298,1963-04-22,30.979532,-80.748734,M
789339,2020-12-30 12:51:47,personal_care,79.0,West Green,GA,31.6143,-82.7243,782,1982-01-16,32.489971000000004,-82.143801,M
473254,2020-08-17 17:25:01,home,110.75,Washington,DC,38.9367,-76.994,601723,1991-02-04,39.507818,-77.110045,M
353101,2020-06-27 02:30:41,gas_transport,81.73,West Harrison,NY,41.0592,-73.7395,11250,1977-08-16,40.894267,-74.69024,M
253419,2020-07-20 22:36:32,food_dining,119.28,Mound City,MO,40.1362,-95.2138,1631,1953-01-20,39.323772,-95.550072,F
605293,2020-10-23 19:22:13,misc_pos,4.36,Fayetteville,NC,35.0583,-79.008,238602,1993-05-14,35.6934,-79.061808,M
561041,2020-09-29 14:00:48,kids_pets,46.06,Remer,MN,47.0874,-93.9196,2097,1987-10-27,46.628571,-93.018521,M
553576,2020-09-26 03:24:09,grocery_pos,94.28,Bryant,WI,45.203,-88.9983,1080,1979-01-08,45.329869,-88.25324,M
727904,2020-12-14 09:10:12,grocery_pos,116.81,Thrall,TX,30.592,-97.2893,1766,1976-01-02,31.027074,-98.111916,F
733595,2020-12-15 12:18:06,food_dining,160.43,Mallie,KY,37.2692,-82.9161,798,1926-06-26,36.444345,-82.361997,M
179251,2020-01-31 07:14:55,misc_pos,80.35,Burlington,WA,48.4786,-122.3345,14871,1974-03-10,48.036529,-121.500391,
399171,2020-07-16 14:02:59,home,8.53,Cottekill,NY,41.8467,-74.1038,722,1990-10-19,40.992611,-74.42806800000001,F
248979,2020-07-12 22:09:14,home,59.67,Manville,WY,42.73,-104.7024,241,1980-12-16,43.382004,-104.978848,F
316342,2020-12-04 03:36:49,gas_transport,65.89,Bay City,OR,45.5197,-123.8761,1530,1986-11-24,46.457472,-123.565294,F
40984,2019-04-22 16:08:55,personal_care,290.31,Pueblo,CO,38.2352,-104.66,151815,1988-01-04,38.837441,-105.147314,
513445,2020-09-04 16:05:02,food_dining,8.08,Hovland,MN,47.8342,-90.0476,272,2001-07-05,48.63819,-89.170534,M
544762,2020-09-21 06:43:59,gas_transport,49.46,Norwich,OH,39.9934,-81.8024,1443,1962-03-04,39.521678,-82.085373,F
403060,2020-07-18 16:53:39,personal_care,40.35,Armagh,PA,40.4603,-79.0097,922,1972-10-04,40.703953000000006,-79.374433,F
721238,2020-12-12 19:32:09,personal_care,7.34,Whaleyville,MD,38.4121,-75.2811,718,1985-03-19,38.72061,-74.816294,F
122772,2019-10-12 00:13:54,grocery_net,102.85,Portland,OR,45.5303,-122.7033,841711,1963-04-04,44.707445,-123.069508,
335260,2020-12-27 02:47:54,gas_transport,54.79,Oakland,CA,37.7878,-122.1884,381459,1974-01-03,38.011698,-123.080952,M
312129,2020-11-28 17:36:26,home,4.12,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,33.813032,-117.557363,M
109179,2019-09-09 01:07:25,grocery_net,88.84,Newhall,CA,34.3795,-118.523,34882,1971-04-25,33.828291,-118.205608,
624615,2020-11-02 20:28:54,health_fitness,22.12,Edisto Island,SC,32.5486,-80.307,2408,1997-07-05,31.660951,-80.052113,F
151551,2019-12-09 12:52:43,kids_pets,41.45,Fiddletown,CA,38.5234,-120.6763,832,1987-05-19,38.65058,-119.786291,
685978,2020-12-02 15:11:36,shopping_pos,8.73,Michigan,ND,48.0204,-98.1186,454,1972-07-29,47.704916,-97.266773,F
607815,2020-10-25 09:31:41,gas_transport,80.45,North Haverhill,NH,44.0978,-72.0191,1966,1947-10-27,43.598743,-71.626788,M
211388,2020-04-25 23:07:23,health_fitness,78.58,Meadville,MO,39.7795,-93.3014,964,1974-12-23,39.775181,-92.963429,
266756,2020-08-15 18:42:50,kids_pets,194.47,San Diego,CA,33.0067,-117.069,1241364,1959-08-05,33.077311,-117.198131,M
669585,2020-11-27 08:38:26,misc_pos,7.6,Fairview,NJ,40.817,-74.0,13835,1967-05-28,40.533261,-74.12459,M
548990,2020-09-22 21:54:39,health_fitness,59.65,Lomax,IL,40.6761,-91.0391,725,1972-11-28,40.580054,-91.41922,F
285496,2020-09-25 06:28:56,shopping_net,4.72,Luray,MO,40.4931,-91.8912,519,1966-02-13,40.938064,-92.749659,M
706768,2020-12-08 07:29:28,shopping_net,131.83,Tallmansville,WV,38.8564,-80.158,571,1967-09-16,38.126944,-79.891716,M
281322,2020-09-14 22:38:21,entertainment,72.61,Orient,WA,48.8878,-118.2105,149,1978-06-21,49.866891,-117.700738,F
440993,2020-08-03 16:36:56,home,118.29,Gibsonville,NC,36.1183,-79.5685,12486,1934-02-09,35.729636,-80.274276,F
279604,2020-09-11 02:26:48,food_dining,71.11,Aurora,CO,39.6662,-104.835,389246,1969-12-12,39.214838,-104.106329,M
343040,2020-06-22 14:40:56,home,53.13,Walnut Ridge,AR,36.0244,-90.9288,7155,1977-03-23,36.471969,-90.553075,F
534306,2020-09-15 06:30:28,gas_transport,43.28,Grantham,NH,43.5103,-72.1334,2971,1948-04-11,43.546889,-72.63103199999999,M
572824,2020-10-05 23:26:08,entertainment,42.14,Hedrick,IA,41.1826,-92.3097,1583,1999-06-28,40.3446,-91.459162,F
507920,2020-09-01 10:57:20,misc_pos,18.64,Karnack,TX,32.6205,-94.2,2807,1931-01-26,33.574096000000004,-94.7728,F
576626,2020-10-08 00:42:13,gas_transport,45.56,Turner,MT,48.8328,-108.3961,192,1964-01-04,49.60392,-107.6097,M
126228,2019-10-20 05:10:33,misc_net,2.52,Browning,MO,40.029,-93.1607,602,1954-07-14,40.714724,-93.952914,
468936,2020-08-16 06:13:47,entertainment,8.6,Hawley,MN,46.9777,-96.4092,4508,1949-04-24,46.351692,-95.416282,F
606318,2020-10-24 13:12:57,home,136.1,Thomas,WV,39.1505,-79.503,836,1981-08-29,39.268745,-80.039227,F
208792,2020-04-19 14:46:49,food_dining,115.95,Meridian,ID,43.6498,-116.4306,84106,1971-02-11,43.364811,-116.349298,
559292,2020-09-28 20:15:28,shopping_pos,5.87,Breesport,NY,42.1939,-76.7361,520,1991-10-13,41.334616,-77.66028,F
98366,2019-08-18 06:46:30,shopping_net,54.11,Scotts Mills,OR,44.9897,-122.6187,1252,1937-02-06,44.371854,-122.695662,
249461,2020-07-13 14:40:17,kids_pets,5.99,Albuquerque,NM,35.1506,-106.569,641349,1976-04-11,35.610658,-107.479068,F
338710,2020-12-30 15:00:11,home,64.45,Issaquah,WA,47.4974,-122.0107,50489,1984-02-29,48.240614,-121.146048,F
43293,2019-04-28 16:34:50,home,50.09,Huslia,AK,65.6899,-156.292,277,1965-11-06,66.41533000000001,-155.850101,
245721,2020-07-06 13:52:05,shopping_pos,1.75,Fullerton,NE,41.36600000000001,-98.0054,1749,1973-05-07,42.035605,-98.91411,F
312267,2020-11-29 02:01:45,misc_net,12.05,Paradise Valley,AZ,33.5494,-111.9565,17047,1935-01-29,33.620474,-112.743177,F
592528,2020-10-16 22:24:07,shopping_net,3.8,Altair,TX,29.6047,-96.5249,106,1983-07-24,29.844756,-96.01611,F
643772,2020-11-13 05:06:13,misc_pos,7.56,Mifflin,PA,40.5553,-77.4001,1909,1954-08-22,40.931445,-76.504002,F
531500,2020-09-14 04:52:26,grocery_pos,88.16,Elkhart,IA,41.8114,-93.4855,1195,1974-03-13,41.621835,-92.650351,M
126382,2019-10-20 13:15:04,travel,387.04,Lowell,OR,43.92100000000001,-122.7806,1420,1965-11-11,43.15901,-123.305113,
118245,2019-09-30 08:37:21,grocery_pos,123.07,June Lake,CA,37.7773,-119.0825,633,1927-09-09,38.18348,-118.198272,
338550,2020-12-30 06:14:43,misc_net,1.35,Grenada,CA,41.6125,-122.5258,589,1945-12-21,41.656106,-121.582778,M
262987,2020-08-08 18:29:22,travel,9.74,Mesa,ID,44.6255,-116.4493,129,1965-12-15,45.217943,-117.149274,M
448224,2020-08-06 19:11:34,home,34.54,Topeka,KS,39.0645,-95.6413,163415,1975-06-25,38.554671,-95.394793,M
775730,2020-12-27 13:38:36,kids_pets,58.16,Karnack,TX,32.6205,-94.2,2807,1931-01-26,32.426695,-93.382222,F
650406,2020-11-16 17:52:29,entertainment,35.7,Beaver Falls,PA,40.7687,-80.3592,28425,2000-06-09,41.01639,-79.587869,F
208751,2020-04-19 13:12:24,travel,4.62,Hatch,UT,37.7175,-112.4777,258,1961-11-24,36.818744,-112.100313,
200435,2020-03-30 03:23:31,grocery_net,80.83,Daly City,CA,37.6787,-122.478,107941,1991-10-04,36.833265,-122.33699,
200581,2020-03-30 11:40:17,grocery_pos,126.55,Hooper,NE,41.6414,-96.5232,1745,1973-12-26,41.462505,-95.593803,
203143,2020-04-05 19:39:19,home,115.73,Moriarty,NM,34.9889,-106.0609,7268,1988-08-04,34.5161,-106.86338,
324245,2020-12-13 18:38:51,kids_pets,72.31,Phoenix,AZ,33.5623,-112.0559,1312922,1981-10-24,32.818668,-111.819106,F
239371,2020-06-23 19:42:54,food_dining,36.57,Wales,AK,64.7556,-165.6723,145,1939-11-09,64.251372,-165.08975800000002,M
224546,2020-05-26 12:49:10,kids_pets,122.99,Iliff,CO,40.7692,-103.0968,648,1969-09-21,40.610575,-103.707277,
223247,2020-05-24 15:20:00,kids_pets,64.84,Browning,MO,40.029,-93.1607,602,1954-07-14,40.273826,-92.871393,
108024,2019-09-06 21:41:01,health_fitness,31.64,Wendel,CA,40.3406,-120.2824,104,1989-08-16,40.387225,-120.55423799999998,
312930,2020-11-30 05:23:21,grocery_pos,123.03,Mesa,ID,44.6255,-116.4493,129,1965-12-15,44.723555,-115.93065,M
725429,2020-12-13 20:04:26,kids_pets,49.73,Tulsa,OK,36.2395,-95.9596,413574,1968-06-18,35.921009999999995,-95.86462,F
748203,2020-12-20 02:12:35,gas_transport,49.63,North Augusta,SC,33.6028,-81.9748,46944,1942-04-02,34.469128999999995,-81.83518199999999,M
127935,2019-10-24 03:50:07,shopping_pos,23.43,Colton,WA,46.5901,-117.1692,761,1943-06-30,47.05383,-117.898245,
498710,2020-08-28 23:04:30,travel,481.27,Garfield,KS,38.0649,-99.2374,365,1991-02-03,38.858483,-98.860153,M
14525,2019-02-16 13:26:04,home,107.98,Riverton,WY,43.0351,-108.2024,19408,1993-09-11,43.535254,-108.944433,
483011,2020-08-22 04:00:54,grocery_net,61.97,New Boston,IL,41.2153,-90.9879,1504,1993-10-05,41.737015,-91.797389,M
360931,2020-06-29 22:57:11,shopping_pos,351.67,Amanda,OH,39.6251,-82.7552,4512,1992-10-03,39.593838,-82.113013,F
770718,2020-12-26 01:25:21,grocery_net,80.61,Philadelphia,PA,40.0369,-75.0664,1526206,1985-01-01,39.667112,-74.49899,F
378676,2020-07-07 11:52:18,gas_transport,67.05,Oolitic,IN,38.8938,-86.5246,1228,1991-03-13,39.740909,-86.68477,F
17553,2019-02-25 23:17:33,shopping_net,5.79,Rock Springs,WY,41.606,-109.23,27971,1984-08-01,41.033251,-109.403716,
181808,2020-02-08 11:12:01,grocery_net,19.94,Newberg,OR,45.3099,-122.9685,28278,1977-07-17,46.276098,-122.352535,
607656,2020-10-25 07:27:44,grocery_net,75.31,Viola,AR,36.3924,-91.9932,1679,1986-05-02,37.068514,-92.259719,F
649234,2020-11-16 06:56:23,grocery_pos,95.61,Smackover,AR,33.3398,-92.7442,2501,1986-06-11,34.318482,-91.803319,M
626299,2020-11-03 13:34:12,kids_pets,34.81,Hinckley,OH,41.2419,-81.7453,7646,1988-09-15,41.620729,-81.70959,F
447455,2020-08-06 08:52:08,grocery_pos,108.74,Purmela,TX,31.4841,-97.9903,258,1943-12-15,30.725012,-97.898775,M
275670,2020-09-01 15:00:50,shopping_pos,148.35,Athena,OR,45.8289,-118.4971,1302,1976-10-18,45.352014,-117.556676,M
498608,2020-08-28 21:53:22,entertainment,71.15,West Hartford,VT,43.7185,-72.4439,140,1989-10-28,43.726189,-72.92559399999999,M
160087,2019-12-20 10:27:18,shopping_pos,3.53,San Diego,CA,33.0067,-117.069,1241364,1959-08-05,32.145126,-117.870028,
489108,2020-08-24 14:40:22,home,1.87,Mc Veytown,PA,40.5046,-77.7186,4653,1997-07-01,40.506796,-77.99610200000001,M
606919,2020-10-24 21:11:02,food_dining,66.94,Wichita,KS,37.6395,-97.1714,409656,1985-12-27,37.089748,-97.625303,M
142858,2019-11-29 03:51:14,misc_net,160.41,Napa,CA,38.4549,-122.2564,94014,1985-08-21,39.412217,-123.195607,
486039,2020-08-23 14:36:01,kids_pets,22.11,Noonan,ND,48.8856,-103.0098,248,1968-05-13,48.431165,-103.892227,F
665525,2020-11-24 15:33:54,shopping_net,7.22,Moorhead,MS,33.4783,-90.5142,2870,1999-03-05,33.33133,-89.537789,M
30744,2019-03-29 18:59:21,personal_care,142.12,Cascade Locks,OR,45.67100000000001,-121.8686,1288,1936-05-01,45.857385,-122.363522,
785669,2020-12-29 13:45:06,health_fitness,6.36,Lebanon,VA,36.8809,-82.0956,9521,1977-10-19,36.783859,-82.541375,F
786761,2020-12-29 18:04:26,health_fitness,87.79,Jefferson,NY,42.4999,-74.6117,1666,1968-07-01,42.142064000000005,-75.595353,M
437920,2020-08-02 16:37:37,entertainment,13.06,Mifflin,PA,40.5553,-77.4001,1909,1954-08-22,40.845872,-78.122107,F
414044,2020-07-22 16:58:20,home,50.29,Bellmore,NY,40.6729,-73.5365,34496,1970-10-21,40.835424,-73.913955,F
352637,2020-06-26 20:47:00,food_dining,1.37,Topeka,KS,39.1329,-95.7023,163415,2004-12-30,39.166326,-95.599065,F
567842,2020-10-03 22:20:33,kids_pets,74.13,Manchester,MD,39.6747,-76.8941,11751,1964-02-15,40.402183,-76.23071,F
562407,2020-09-30 02:41:49,misc_net,9.05,Keisterville,PA,39.9636,-79.7853,184,1945-11-04,40.222282,-80.129238,F
770164,2020-12-25 21:16:30,health_fitness,83.56,Afton,MN,44.8696,-92.8234,2916,1935-06-29,43.909765,-92.218061,M
61068,2019-06-07 07:28:01,misc_net,11.56,Daly City,CA,37.6787,-122.478,107941,1991-10-04,37.859197,-122.216082,
48282,2019-05-11 00:37:44,shopping_net,5.1,Tomales,CA,38.2427,-122.9145,337,1954-07-05,37.557096,-122.822202,
129719,2019-10-28 02:13:56,misc_net,10.59,Huslia,AK,65.6899,-156.292,277,1965-11-06,65.988923,-155.87453200000002,
611216,2020-10-26 17:52:41,misc_pos,234.59,New Holstein,WI,43.9446,-88.0911,5196,1978-01-22,44.414062,-88.933522,M
202506,2020-04-04 04:10:24,grocery_net,54.22,Burlington,WA,48.4786,-122.3345,14871,1974-03-10,48.017977,-122.736937,
49770,2019-05-13 20:37:49,health_fitness,30.47,Glendale,CA,34.1556,-118.2322,172817,1982-07-30,35.002283,-118.894077,
609173,2020-10-25 22:21:33,personal_care,90.52,Haw River,NC,36.0424,-79.3242,6006,1984-07-20,36.649828,-78.863703,M
30886,2019-03-30 03:25:53,grocery_pos,63.94,Utica,MO,39.7417,-93.6289,271,1972-04-18,40.618693,-94.430788,
